"","lrscale","trstep","trstun","stfdem","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","atcherp","rlgdgr","ipeqopt","ipudrst","ipstrgv","impenv","imptrad","gndr","prtclcgb","agea"
"1467",3,3,4,4,3,4,3,4,4,3,2,2,2,4,4,3,3,4,1,1,2,1,1,2,NA,53
"1468",2,3,4,4,5,3,1,5,2,2,1,1,1,3,3,4,3,4,1,1,1,1,1,1,2,36
"1469",1,2,2,2,4,1,1,5,1,5,1,1,1,5,5,5,5,1,1,1,2,1,2,2,4,56
"1470",4,3,4,3,4,3,1,4,4,3,2,3,2,3,4,4,4,1,1,1,1,1,1,1,1,50
"1471",4,1,2,4,4,4,3,3,3,2,3,3,4,3,3,3,5,3,1,1,1,1,1,1,1,47
"1472",2,2,4,3,3,2,1,5,1,4,1,1,1,4,5,5,3,2,1,1,1,1,2,1,2,42
"1473",3,3,3,2,4,3,2,4,2,2,2,2,2,4,4,4,2,1,1,1,1,1,1,1,2,38
"1474",4,1,1,2,3,2,1,5,1,1,2,2,2,1,3,2,1,1,1,1,2,1,3,2,NA,31
"1475",3,1,3,4,4,2,1,5,2,2,1,1,1,5,4,4,3,1,2,1,1,1,3,1,1,53
"1476",2,4,4,3,3,1,1,5,1,4,1,1,1,4,5,5,4,1,1,1,3,1,2,1,2,36
"1477",3,1,1,2,5,4,1,4,2,1,3,3,3,2,1,3,1,1,1,1,2,2,3,1,NA,36
"1478",NA,1,1,NA,3,1,3,3,3,3,2,2,2,3,3,3,1,3,1,1,2,1,3,2,NA,33
"1479",3,1,2,2,3,2,2,5,1,3,1,1,1,3,4,3,3,1,1,1,1,2,2,2,NA,35
"1480",2,3,3,3,3,2,1,5,1,2,1,1,1,4,4,4,2,1,1,2,1,2,3,2,NA,17
"1481",3,2,4,4,3,2,3,3,3,3,2,3,4,3,3,3,3,3,1,2,2,2,2,1,NA,64
"1482",4,2,3,2,3,2,1,5,1,3,2,2,2,5,5,5,4,4,1,1,1,1,1,2,1,71
"1483",4,3,3,NA,3,2,1,5,1,NA,2,3,3,3,NA,3,3,4,1,3,NA,2,2,2,NA,15
"1484",3,2,3,4,5,2,2,5,1,3,3,1,1,3,3,3,2,1,1,2,2,1,1,1,NA,16
"1485",3,1,1,1,3,1,1,5,1,3,2,2,2,4,3,5,1,1,1,3,2,3,2,2,NA,23
"1486",3,3,3,3,3,3,2,4,3,3,3,3,2,3,4,4,3,3,2,1,2,2,2,2,NA,63
"1487",3,2,2,3,3,2,1,5,1,2,3,3,3,3,3,3,1,2,1,2,2,1,2,2,NA,33
"1488",3,1,2,2,3,2,1,5,2,4,1,2,2,4,4,4,3,1,1,1,1,1,3,2,NA,61
"1489",NA,3,3,3,5,3,2,4,4,3,2,3,3,3,3,2,5,3,2,3,2,2,1,2,5,29
"1490",4,4,4,3,3,4,1,5,1,4,1,1,1,4,3,3,4,1,1,1,1,1,1,2,2,31
"1491",3,3,3,4,4,4,2,4,4,3,2,2,2,3,3,3,3,3,1,1,1,2,1,2,1,69
"1492",3,1,3,1,1,1,2,4,4,2,2,2,2,3,1,2,2,2,1,1,1,1,1,1,4,69
"1493",3,1,2,4,3,3,2,5,3,2,2,2,2,5,5,4,4,3,1,1,1,1,3,2,NA,62
"1494",2,4,4,4,4,1,1,5,1,4,2,2,2,5,5,5,5,1,2,1,2,1,1,2,2,73
"1495",3,3,3,4,4,2,2,5,3,3,2,2,2,3,3,3,4,3,1,1,2,1,1,1,NA,36
"1496",3,4,4,3,3,2,2,4,3,3,2,2,2,3,3,3,3,3,1,2,1,1,1,2,3,33
"1497",3,3,3,3,3,2,1,4,3,3,2,2,1,3,3,3,3,4,1,2,2,1,1,2,NA,39
"1498",4,NA,2,5,3,3,2,3,3,3,1,1,1,3,4,3,4,4,1,1,2,1,1,2,2,47
"1499",3,3,3,3,1,3,2,4,4,3,3,2,3,2,3,3,2,1,1,1,1,1,1,1,NA,26
"1500",3,3,3,5,4,5,2,4,4,2,2,2,2,2,2,4,5,3,1,2,2,1,2,1,NA,72
"1501",4,3,3,3,4,2,1,5,1,3,2,2,2,3,4,3,2,2,2,1,2,2,2,2,NA,21
"1502",3,3,4,4,4,2,2,4,2,3,2,2,2,4,4,4,4,4,1,2,1,2,1,2,1,69
"1503",4,3,3,3,3,4,1,5,2,3,2,2,2,3,3,NA,2,2,2,2,2,2,1,1,1,56
"1504",3,1,2,2,1,2,2,4,2,3,2,3,3,3,2,1,1,3,1,1,1,1,1,2,1,81
"1505",3,3,3,2,4,3,1,5,2,4,1,1,1,5,5,5,4,4,1,1,1,1,1,1,2,56
"1506",3,2,3,4,5,2,3,4,4,2,2,2,2,3,3,3,4,3,2,1,1,1,2,2,NA,69
"1507",3,3,3,3,3,1,1,4,1,2,3,3,3,3,2,2,3,2,1,1,1,1,1,2,NA,55
"1508",4,1,2,3,3,2,1,5,4,1,2,3,3,3,3,3,1,4,1,1,1,1,1,2,1,85
"1509",NA,1,3,3,4,2,1,5,2,1,2,2,2,2,2,3,1,3,1,1,2,1,2,2,1,70
"1510",3,1,1,3,4,4,3,3,4,2,3,3,3,3,2,2,2,2,2,2,1,2,2,2,NA,82
"1511",3,4,4,4,3,2,2,4,4,4,2,2,2,3,3,3,4,5,1,1,1,2,1,1,2,62
"1512",4,3,4,4,4,4,2,5,2,2,3,3,3,4,4,3,4,1,1,2,1,1,1,1,1,36
"1513",3,2,3,4,2,2,1,5,1,3,2,2,2,4,5,3,3,2,1,1,1,1,1,1,NA,42
"1514",3,3,3,3,3,3,4,3,4,3,2,2,2,3,3,3,4,3,2,2,2,2,1,1,NA,32
"1515",3,3,4,4,4,1,1,5,1,4,1,2,2,5,5,5,4,2,1,1,1,1,1,2,NA,35
"1516",2,4,4,3,3,2,1,5,2,4,1,1,1,5,4,4,4,1,2,2,3,1,3,1,2,49
"1517",2,3,5,3,4,1,1,5,1,5,1,1,1,5,5,5,4,3,1,1,1,1,1,1,NA,58
"1518",3,1,1,4,3,1,1,5,1,3,2,2,2,4,4,4,3,3,1,1,3,2,3,2,NA,48
"1519",2,3,3,5,4,2,1,5,2,2,2,2,2,4,4,4,2,2,1,1,1,1,1,1,NA,24
"1520",2,3,3,3,5,3,1,5,1,3,2,3,3,3,3,2,3,1,1,2,2,1,2,1,2,26
"1521",3,1,1,1,3,2,3,3,5,3,4,4,4,1,1,1,3,1,3,2,1,1,2,1,NA,58
"1522",3,1,1,1,1,2,1,5,1,3,2,2,2,4,3,3,4,1,1,1,1,1,2,2,NA,57
"1523",3,4,4,3,2,2,2,5,2,4,1,2,1,5,4,4,4,4,1,1,1,1,2,1,4,72
"1524",3,1,3,1,3,2,1,5,1,3,2,2,2,3,3,3,2,1,1,1,1,2,1,1,2,24
"1525",4,1,1,2,1,2,3,4,2,1,3,3,2,1,1,2,3,3,2,1,3,3,2,2,NA,18
"1526",NA,3,NA,3,4,2,1,5,2,3,3,3,3,3,2,2,3,1,1,1,1,1,2,2,NA,28
"1527",4,2,3,1,4,4,1,5,2,4,2,2,2,4,5,4,5,1,1,1,3,1,3,1,11,32
"1528",3,1,4,3,3,1,2,5,4,3,1,2,2,3,3,3,1,5,1,2,1,1,1,2,NA,78
"1529",3,3,3,3,3,2,2,4,2,3,2,2,2,4,3,3,3,1,1,1,2,1,2,1,NA,34
"1530",2,1,3,2,5,2,2,4,2,3,1,1,1,5,5,4,2,2,2,2,3,1,2,1,2,23
"1531",3,1,3,2,1,1,1,5,1,2,2,2,1,2,4,3,3,4,1,2,2,1,1,2,11,51
"1532",3,3,2,1,4,2,1,5,1,3,2,2,2,4,4,4,2,1,1,2,2,1,3,1,2,54
"1533",3,3,3,3,4,3,2,4,3,3,2,2,2,4,4,4,3,2,1,2,2,1,2,2,NA,29
"1534",3,NA,4,NA,3,2,2,4,3,3,2,3,2,4,4,5,3,3,1,1,1,1,1,2,NA,33
"1535",NA,1,2,1,4,1,1,5,1,3,2,2,3,3,4,3,4,2,2,2,1,2,3,2,2,51
"1536",3,2,2,2,3,5,1,5,1,3,3,3,3,2,2,2,1,1,1,2,3,1,1,1,NA,31
"1537",3,4,4,2,4,1,1,5,2,4,2,2,2,4,5,5,5,2,1,1,1,1,2,2,13,60
"1538",3,1,NA,3,4,2,2,3,4,1,2,3,3,4,4,3,3,4,1,2,1,1,1,2,1,81
"1539",3,2,2,3,3,1,1,4,4,2,2,2,2,3,3,2,1,3,1,1,1,1,1,1,1,61
"1540",3,2,2,3,4,2,2,5,2,3,2,2,2,4,3,4,4,3,1,2,1,1,2,2,NA,46
"1541",3,2,2,2,4,NA,2,4,3,3,2,2,2,4,3,4,2,1,1,1,1,1,2,1,2,79
"1542",1,4,5,1,2,2,1,5,1,4,2,2,2,4,3,3,3,4,1,1,1,1,1,2,2,26
"1543",2,4,4,3,2,2,2,4,2,4,2,2,2,4,4,4,3,4,1,1,2,2,2,1,2,64
"1544",4,3,4,3,2,2,2,4,3,3,2,2,3,3,3,3,2,1,2,1,1,1,2,1,NA,37
"1545",3,2,2,3,2,2,1,5,2,3,2,2,2,3,5,5,1,3,1,1,1,1,3,2,6,44
"1546",3,1,3,4,3,3,2,4,2,1,2,2,2,3,3,3,2,4,2,2,2,2,2,1,1,69
"1547",1,4,4,5,4,1,1,3,2,3,3,3,3,4,3,4,3,5,1,1,1,2,1,1,2,36
"1548",3,3,3,4,3,4,1,5,1,3,2,2,2,3,4,3,1,1,1,1,2,2,3,2,1,41
"1549",2,4,4,3,3,2,2,5,1,4,1,1,1,4,4,4,4,2,1,1,1,1,2,2,2,23
"1550",1,1,NA,1,3,3,2,2,2,3,3,3,3,1,1,1,2,1,1,1,3,3,3,2,NA,18
"1551",1,3,3,4,3,1,1,5,1,5,1,1,1,5,5,5,3,1,1,1,1,1,2,1,2,85
"1552",3,1,2,4,2,4,1,5,2,3,3,3,3,4,4,4,2,3,2,1,1,1,2,1,1,63
"1553",4,3,3,5,5,4,2,5,2,3,2,2,2,3,3,3,3,1,1,1,1,1,1,2,1,51
"1554",2,3,3,4,5,3,2,5,3,3,1,1,1,5,5,5,1,1,1,1,1,1,2,2,NA,60
"1555",NA,1,1,NA,4,3,1,5,1,NA,NA,NA,NA,3,3,3,1,1,1,1,2,1,1,2,NA,33
"1556",3,4,4,4,4,1,1,5,1,5,2,2,2,5,4,4,4,1,1,1,1,1,2,1,13,33
"1557",NA,2,2,3,3,2,2,4,3,NA,2,2,2,3,3,3,4,2,2,1,1,1,1,2,NA,67
"1558",3,1,1,4,4,1,1,5,1,4,2,2,2,3,4,3,3,1,2,2,1,1,1,2,NA,32
"1559",1,1,1,1,3,3,1,5,1,1,3,3,4,1,1,3,1,1,1,3,1,2,3,1,4,35
"1560",4,2,3,4,3,3,2,5,3,1,3,3,3,3,2,2,2,1,2,2,1,2,2,1,1,53
"1561",3,3,3,3,2,3,1,5,2,3,2,2,2,4,3,3,3,1,1,1,1,1,2,1,NA,33
"1562",2,3,3,2,3,1,1,5,3,4,2,2,2,4,3,3,4,1,1,1,1,2,1,1,2,61
"1563",3,1,2,1,2,4,4,4,4,2,2,2,2,3,4,3,1,5,2,2,2,2,2,2,NA,57
"1564",3,2,3,4,4,2,1,5,3,2,2,2,2,3,3,4,3,1,1,1,1,1,3,1,2,20
"1565",3,1,1,3,4,3,2,4,4,1,2,2,3,4,3,3,1,1,2,2,2,1,1,2,NA,87
"1566",5,1,3,2,3,4,2,4,4,2,1,2,2,3,2,2,3,3,2,2,1,1,1,2,1,70
"1567",4,2,3,3,3,3,2,5,3,3,2,2,2,4,4,4,3,1,2,1,1,1,1,2,4,59
"1568",3,3,3,4,3,3,2,5,3,4,2,2,2,4,3,3,5,4,1,2,2,1,1,1,2,46
"1569",NA,1,2,3,1,2,1,4,2,3,1,1,1,4,5,4,3,3,1,1,1,1,1,2,3,71
"1570",5,1,4,3,5,3,1,5,4,1,2,3,3,3,3,3,1,1,1,2,1,1,3,1,1,89
"1571",2,2,2,3,3,3,2,5,2,3,3,3,3,3,3,3,2,2,1,2,1,1,2,2,NA,49
"1572",3,3,5,3,4,4,1,5,2,3,2,2,2,4,5,5,5,3,1,2,1,1,3,2,NA,43
"1573",2,3,3,3,3,2,1,5,1,3,2,2,2,4,5,4,3,2,2,1,1,2,2,2,2,33
"1574",3,1,4,4,3,1,1,5,3,3,1,1,1,5,5,5,4,3,1,1,1,1,3,2,NA,64
"1575",3,1,2,2,2,4,1,1,1,1,3,3,4,5,4,1,1,2,1,1,3,1,1,2,2,63
"1576",2,3,4,4,4,1,1,5,1,4,1,1,1,4,4,4,4,2,1,1,1,1,1,1,2,42
"1577",2,2,2,2,3,2,1,4,2,2,2,2,2,3,3,3,1,1,2,2,2,2,1,1,NA,52
"1578",3,2,4,3,3,1,1,5,1,1,2,2,2,4,4,4,1,2,1,1,1,2,2,1,NA,36
"1579",1,4,3,4,3,2,1,4,1,5,2,2,2,3,5,4,4,3,1,1,1,1,2,2,2,43
"1580",2,2,3,3,3,4,1,5,2,NA,3,3,3,4,4,4,2,3,1,2,1,1,2,2,2,32
"1581",3,3,3,4,3,2,2,4,4,3,2,2,2,3,2,4,3,2,1,1,1,1,1,1,NA,48
"1582",3,1,2,NA,5,3,1,5,3,NA,3,2,3,3,NA,3,2,3,1,1,2,2,2,2,1,77
"1583",3,1,2,3,3,3,1,5,2,1,2,2,2,4,4,3,1,1,1,1,1,1,3,1,2,31
"1584",NA,3,1,3,3,1,1,5,1,5,1,1,1,5,5,5,5,4,1,1,1,1,2,2,NA,57
"1585",2,4,4,3,3,1,1,5,2,5,1,1,1,5,5,5,4,2,1,1,1,1,3,2,2,46
"1586",4,1,3,2,3,2,2,3,4,1,2,2,4,4,4,3,2,3,2,2,1,1,1,1,7,72
"1587",3,1,4,1,4,2,1,5,3,3,2,2,3,4,4,3,4,2,2,1,1,1,2,2,1,70
"1588",3,3,3,3,3,2,2,3,4,2,1,1,2,4,4,3,3,3,2,1,1,1,1,1,NA,83
"1589",4,2,3,3,4,2,2,4,4,2,2,2,2,3,3,3,2,3,1,1,1,1,1,1,1,58
"1590",3,NA,4,3,2,2,1,5,1,3,2,1,1,4,5,5,2,1,1,1,1,1,NA,2,NA,18
"1591",3,1,NA,3,4,5,2,3,3,2,2,2,3,2,2,2,3,1,2,1,1,2,2,2,NA,22
"1592",5,3,3,4,3,4,2,4,3,3,2,2,2,3,3,3,5,4,1,1,2,2,2,2,NA,48
"1593",NA,NA,NA,2,3,2,3,4,4,1,1,1,1,3,2,3,3,4,1,1,1,2,1,2,NA,35
"1594",3,1,5,5,5,4,1,5,3,3,2,2,2,4,4,4,4,2,3,1,1,2,1,1,1,55
"1595",2,2,4,2,4,1,2,4,2,3,1,1,1,4,4,4,4,4,2,3,1,2,2,1,2,73
"1596",4,1,4,3,4,3,2,4,3,1,2,2,2,4,4,4,2,2,3,1,1,1,3,2,6,79
"1597",3,1,3,3,4,2,2,4,3,3,2,2,2,3,3,3,3,1,2,2,1,2,2,1,NA,36
"1598",3,1,2,3,3,2,1,4,3,3,2,2,3,3,4,3,4,3,1,1,1,1,1,2,NA,74
"1599",1,1,1,1,5,2,1,5,1,4,1,1,1,4,4,4,3,1,1,3,1,1,3,2,4,53
"1600",3,1,2,2,2,1,1,5,2,3,2,2,2,3,4,2,3,4,1,1,3,2,3,2,NA,51
"1601",2,4,3,3,2,2,2,4,2,4,3,3,3,3,3,3,4,3,1,1,1,1,2,1,2,70
"1602",1,3,4,2,3,1,1,5,1,4,1,1,1,5,5,5,4,2,1,1,2,1,1,2,2,61
"1603",1,3,3,4,4,1,1,5,1,3,2,2,2,4,5,5,3,3,1,1,1,1,3,1,6,26
"1604",2,3,2,3,3,2,2,5,2,3,1,1,1,5,5,5,3,2,1,1,1,1,1,1,2,47
"1605",2,3,4,2,3,1,1,5,1,3,2,2,2,5,5,4,3,2,1,1,2,2,3,1,2,51
"1606",NA,4,4,4,4,3,5,5,5,1,4,4,4,3,3,3,4,4,2,1,1,1,1,2,NA,76
"1607",3,3,4,4,4,2,2,5,2,4,NA,NA,NA,4,4,4,4,3,1,1,2,1,2,1,3,66
"1608",3,2,2,2,4,2,2,5,4,2,1,2,2,4,3,3,3,1,2,2,1,2,2,2,NA,64
"1609",2,3,3,3,3,3,1,5,1,3,1,1,1,4,4,4,4,2,1,2,2,1,2,2,NA,42
"1610",2,3,3,3,3,2,1,5,1,4,2,2,2,4,5,4,4,2,1,1,2,1,3,2,2,49
"1611",3,2,4,3,3,2,1,5,1,4,1,1,1,5,5,5,4,3,1,1,3,2,3,1,NA,50
"1612",1,3,3,1,4,1,1,5,1,4,1,1,1,4,5,5,4,2,1,1,2,1,3,1,2,41
"1613",3,3,4,3,4,3,1,5,2,4,2,2,2,4,4,4,5,2,1,1,1,1,1,1,NA,57
"1614",3,3,3,3,4,2,2,4,2,3,3,3,3,3,3,3,4,3,2,2,1,1,1,2,NA,46
"1615",3,2,2,4,4,1,2,5,1,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,2,16
"1616",3,1,3,3,3,2,2,4,2,3,2,2,2,3,4,3,3,1,1,1,1,1,1,2,1,62
"1617",3,3,NA,3,4,3,2,5,2,3,2,2,2,3,3,3,3,5,1,2,2,1,1,2,2,32
"1618",4,1,3,NA,5,2,2,5,4,2,2,2,2,4,4,3,4,2,1,2,1,1,1,2,1,73
"1619",3,3,4,3,3,1,1,4,3,4,2,2,2,3,5,5,4,2,1,1,1,1,2,1,6,54
"1620",3,1,3,2,2,1,3,4,4,2,3,3,3,1,3,3,1,1,2,2,2,2,3,2,NA,41
"1621",1,5,5,4,3,2,1,5,2,5,2,2,2,4,5,4,4,1,1,1,1,1,1,2,NA,29
"1622",NA,1,3,3,1,3,1,5,1,NA,4,4,4,1,1,1,1,5,1,2,3,1,1,2,2,90
"1623",3,2,3,3,4,3,2,4,3,2,2,2,2,2,3,3,3,2,1,1,1,1,1,2,NA,79
"1624",3,1,3,3,3,1,1,5,1,3,1,4,1,3,3,2,2,3,1,1,1,1,2,2,NA,49
"1625",3,1,2,3,3,1,2,4,3,2,2,2,2,3,4,3,4,4,1,1,1,1,2,2,NA,46
"1626",4,3,3,4,5,3,1,5,2,4,2,2,2,3,3,3,4,1,1,1,1,1,1,2,NA,27
"1627",4,2,3,3,1,2,2,3,4,2,2,3,3,4,3,3,1,5,1,2,1,1,1,2,10,50
"1628",2,3,4,3,3,1,1,5,1,3,1,1,2,4,4,4,4,1,1,2,1,1,3,1,2,57
"1629",3,2,3,2,2,2,1,5,1,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,NA,40
"1630",3,2,3,3,2,1,1,5,2,3,1,1,1,5,5,5,3,1,2,1,1,1,3,1,NA,51
"1631",3,3,4,4,3,1,1,5,1,3,1,1,1,5,4,5,5,1,1,1,2,1,3,2,NA,26
"1632",3,2,3,2,2,3,3,2,3,2,4,4,4,3,3,2,3,2,1,1,1,2,1,2,NA,50
"1633",4,1,3,2,3,3,3,4,4,2,3,3,4,3,2,3,1,3,2,1,1,1,1,1,7,53
"1634",3,5,5,3,3,2,1,4,2,3,1,1,1,5,5,5,3,5,1,2,1,1,1,2,3,30
"1635",2,2,2,3,4,1,2,4,2,2,2,2,2,2,4,3,3,2,2,1,2,2,1,2,4,36
"1636",3,3,3,2,3,2,2,4,3,3,2,2,2,3,3,3,3,1,1,2,2,2,3,1,15,26
"1637",3,1,3,2,2,2,1,5,2,1,2,2,3,3,1,3,1,1,1,1,1,1,1,1,2,23
"1638",3,2,3,4,1,1,1,5,1,3,2,2,2,5,5,5,3,4,2,1,2,1,3,2,3,69
"1639",3,3,4,3,4,3,1,5,2,3,2,2,2,3,3,3,4,2,1,1,1,1,2,2,3,49
"1640",3,4,4,5,5,3,1,5,2,3,3,3,3,3,4,3,3,4,1,2,1,1,2,2,NA,30
"1641",4,2,3,4,3,2,2,4,3,3,2,2,2,4,4,4,3,4,2,2,2,1,1,2,1,79
"1642",3,1,1,1,1,2,1,5,1,1,1,1,1,3,4,3,1,1,1,1,1,1,1,1,NA,35
"1643",3,4,4,4,3,1,1,5,1,3,1,1,1,5,4,5,5,1,1,1,1,1,3,1,2,67
"1644",NA,1,1,1,1,4,2,5,1,1,4,4,4,1,1,1,1,1,1,3,3,1,1,1,NA,53
"1645",4,2,3,2,4,2,2,4,2,2,1,1,1,3,1,2,4,3,2,1,1,1,1,1,1,54
"1646",2,2,2,4,3,3,4,4,5,2,3,4,4,2,2,2,2,1,1,1,1,1,2,1,2,77
"1647",3,1,2,1,2,3,1,5,1,3,1,1,1,5,5,5,1,2,1,1,NA,1,3,1,NA,45
"1648",2,3,4,3,3,2,1,5,1,3,1,1,1,5,5,5,3,1,1,1,2,2,3,1,NA,38
"1649",3,2,2,2,3,2,4,2,5,3,2,2,2,3,4,3,3,3,1,1,1,1,1,1,NA,42
"1650",3,3,2,4,3,2,1,5,1,3,2,2,3,3,4,1,4,1,1,1,2,2,3,2,NA,30
"1651",2,4,5,2,2,4,1,5,3,3,1,1,1,5,4,5,5,4,1,1,2,1,2,1,3,35
"1652",4,1,2,1,3,3,1,5,2,1,2,2,3,3,3,3,1,2,1,1,1,1,3,1,1,49
"1653",2,3,3,3,4,1,1,1,2,2,NA,2,2,4,4,4,3,1,1,1,2,2,3,2,NA,64
"1654",1,1,1,1,2,1,1,5,1,1,2,2,2,4,4,3,1,5,1,1,1,1,3,1,2,61
"1655",3,3,3,1,2,2,1,5,1,4,2,2,2,5,4,4,3,3,1,1,1,2,2,1,NA,42
"1656",3,2,3,3,5,1,3,3,3,NA,4,4,4,2,1,1,2,2,1,1,1,1,1,2,2,87
"1657",3,3,4,4,3,2,2,4,2,2,2,2,2,3,3,NA,2,2,2,1,2,1,3,2,1,75
"1658",3,4,4,5,5,NA,2,4,4,3,2,3,3,5,5,4,5,5,2,2,2,2,3,1,3,83
"1659",2,2,4,2,4,2,1,5,1,4,1,1,1,4,5,5,3,2,1,1,2,1,3,1,6,32
"1660",3,2,2,2,3,4,2,5,3,1,2,2,3,3,3,3,3,1,2,2,2,3,3,1,NA,61
"1661",3,1,NA,3,3,3,2,4,2,2,3,3,4,2,1,1,1,1,1,3,1,1,1,1,1,52
"1662",3,1,3,4,2,2,1,5,1,3,2,2,2,4,4,4,3,1,2,2,2,2,2,2,NA,39
"1663",5,1,2,1,3,4,2,5,4,3,2,4,4,3,2,2,1,5,1,3,1,1,1,2,1,70
"1664",3,1,5,3,2,1,1,5,2,2,2,2,2,4,3,3,3,3,1,1,1,1,3,2,2,72
"1665",3,2,2,1,1,1,2,5,3,3,2,2,2,3,3,3,3,3,1,1,1,1,2,2,NA,60
"1666",1,1,3,2,4,1,1,5,2,3,2,4,4,1,1,1,3,2,1,1,1,2,3,2,NA,28
"1667",3,1,1,1,2,2,1,5,1,3,3,3,3,2,3,3,1,1,1,3,1,1,1,2,NA,54
"1668",2,1,2,1,2,2,2,4,2,2,2,2,2,3,3,3,3,3,1,1,2,1,1,2,2,64
"1669",3,3,3,3,4,3,2,4,3,4,2,2,2,4,4,4,3,1,2,2,2,2,2,1,NA,56
"1670",3,3,2,4,5,2,2,4,3,5,2,2,2,4,3,3,5,5,1,1,1,1,1,1,2,40
"1671",2,5,5,4,4,2,1,5,1,3,1,1,1,5,5,5,3,2,1,1,2,2,3,2,2,24
"1672",2,3,3,3,2,1,2,5,2,3,2,2,2,3,4,3,3,3,1,1,1,1,2,2,NA,39
"1673",1,4,3,1,4,1,1,5,1,NA,NA,NA,NA,3,NA,3,4,4,1,1,1,1,1,1,2,48
"1674",3,NA,4,3,4,4,1,5,1,3,2,2,2,4,4,4,4,4,1,1,2,2,1,2,4,35
"1675",3,3,3,2,4,1,2,4,3,3,2,2,2,3,3,3,2,3,2,1,2,1,1,2,10,64
"1676",3,3,3,3,4,1,1,5,1,4,1,1,1,4,4,4,3,3,1,1,1,1,2,2,4,55
"1677",3,4,5,4,3,2,1,4,2,4,2,2,2,3,4,4,5,5,1,1,2,1,1,2,NA,29
"1678",4,1,2,3,4,3,1,1,1,3,1,1,1,4,4,4,3,1,1,1,3,1,2,2,NA,62
"1679",3,3,4,4,4,4,2,5,5,3,1,2,1,3,3,3,3,4,1,1,1,1,1,2,NA,23
"1680",3,3,3,3,5,3,1,5,5,3,2,3,3,3,3,3,2,4,3,2,1,1,3,2,1,77
"1681",4,4,5,3,5,2,2,4,2,3,1,1,1,4,3,4,3,2,1,2,1,2,2,1,NA,15
"1682",3,3,4,4,4,3,2,4,5,4,2,2,2,4,4,4,4,4,2,2,1,1,1,2,1,73
"1683",3,2,3,3,2,1,1,5,2,2,2,2,2,5,5,5,4,2,1,1,1,1,2,1,NA,34
"1684",3,1,4,2,2,3,1,5,2,3,2,3,2,3,3,3,2,1,1,1,1,1,2,2,NA,64
"1685",2,4,3,4,3,1,1,5,1,5,2,2,2,4,4,4,3,2,1,1,2,1,2,2,2,31
"1686",3,3,3,4,4,2,1,5,1,5,2,2,2,4,5,4,4,3,1,1,1,1,1,1,NA,32
"1687",3,3,4,3,3,3,1,5,1,4,1,1,1,4,4,4,4,1,1,1,2,1,2,2,2,51
"1688",4,1,3,2,3,2,2,4,2,2,2,2,3,4,2,2,1,1,1,1,1,1,2,1,1,78
"1689",2,3,4,4,3,3,2,3,2,3,2,2,3,4,4,4,4,1,1,1,1,2,3,1,2,69
"1690",3,3,3,4,4,2,3,3,3,4,1,1,1,5,5,5,5,3,1,1,1,1,1,2,NA,47
"1691",3,3,4,3,4,4,1,5,1,3,2,2,2,4,4,4,3,2,2,1,2,1,2,1,NA,41
"1692",4,3,3,5,4,4,1,5,1,3,2,2,2,5,4,5,5,2,2,1,1,1,2,1,1,34
"1693",3,3,3,3,3,2,2,4,2,3,1,3,4,4,4,2,3,1,1,1,1,1,1,1,NA,38
"1694",3,3,3,4,3,3,2,3,3,4,2,2,2,4,3,4,4,4,1,1,1,1,1,2,2,48
"1695",3,3,3,4,4,1,1,5,1,3,1,2,2,5,4,5,2,1,1,1,1,1,2,1,1,56
"1696",3,4,4,3,3,4,2,4,5,3,2,2,2,3,3,3,3,3,1,1,1,1,3,1,NA,83
"1697",3,1,3,2,2,1,1,1,5,1,2,2,2,4,5,4,1,5,1,1,1,2,2,2,2,89
"1698",3,2,2,2,3,2,2,5,2,3,2,2,2,3,3,4,2,1,1,1,1,1,1,2,NA,31
"1699",4,1,1,2,4,4,2,3,4,1,NA,2,3,2,2,2,1,1,1,1,1,1,1,1,1,67
"1700",4,3,4,4,5,NA,2,2,5,3,2,3,3,3,1,3,5,4,1,1,1,1,1,2,7,63
"1701",2,1,1,2,1,3,4,3,4,3,3,2,4,2,2,2,2,2,2,2,3,2,2,1,2,56
"1702",3,3,3,3,3,1,1,4,3,3,2,2,2,3,3,3,3,4,1,2,1,1,2,2,NA,48
"1703",4,4,5,5,4,3,1,4,2,3,2,2,2,4,4,4,4,3,1,1,1,2,1,2,1,66
"1704",3,3,4,2,1,1,1,5,1,3,2,2,2,3,4,4,4,2,1,1,1,3,3,2,2,68
"1705",3,2,2,2,5,1,3,3,3,3,3,3,3,2,2,2,NA,3,1,2,2,1,1,2,NA,58
"1706",3,3,3,3,4,3,2,3,3,4,2,2,3,3,3,3,3,5,1,1,2,1,1,2,NA,68
"1707",4,3,4,3,4,2,2,4,3,3,2,2,3,3,3,2,3,3,1,1,1,1,1,2,1,73
"1708",NA,1,1,1,1,1,3,NA,NA,NA,4,4,4,1,1,1,1,1,1,2,NA,3,3,1,NA,21
"1709",2,4,4,3,3,2,1,5,2,4,1,1,2,5,5,5,5,1,1,1,1,1,3,2,4,51
"1710",NA,1,2,1,4,2,2,4,2,2,2,2,2,3,3,3,1,3,1,2,2,1,2,2,NA,69
